,Владение1,Владение2,Удары по воротам1,Удары по воротам2,Удары в створ1,Удары в створ2,Удары мимо1,Удары мимо2,Фолы1,Фолы2,Угловые удары1,Угловые удары2,Штрафные удары1,Штрафные удары2,Вне игры1,Вне игры2,Команда1,Команда2,Голы1,Голы2,Результат
253,66,34,7,6,1,4,6,2,17,11,7,2,11,16,0,0,Брайтон , Астон Вилла,0,2,2
254,33,67,5,11,2,8,3,3,7,14,3,4,14,7,4,2,Эвертон , Манчестер Сити,0,1,2
255,39,61,12,5,4,1,8,4,8,2,3,5,2,7,2,1,Вест Хэм , Вулверхэмптон,1,0,1
256,49,51,7,11,0,7,7,4,11,9,6,3,9,11,3,1,Брайтон , Тоттенхэм,0,2,2
257,65,35,9,5,5,0,4,5,11,10,5,2,9,10,1,4,Вулверхэмптон , Уотфорд,4,0,1
258,50,50,3,11,1,9,2,2,17,11,3,5,11,17,3,5,Лидс , Астон Вилла,0,3,2
259,39,61,6,12,3,6,3,6,13,11,5,7,11,12,1,1,Эвертон , Ньюкасл,1,0,1
260,67,33,9,5,5,4,4,1,6,7,12,5,7,5,1,1,Саутгемптон , Ньюкасл,1,2,2
261,45,55,6,12,2,6,4,6,10,13,6,8,13,10,4,3,Бернли , Лестер,0,2,2
262,49,51,5,5,2,3,3,2,9,9,1,6,9,7,4,2,Арсенал , Ливерпуль,0,2,2
263,51,49,4,13,4,4,0,9,9,12,5,10,12,9,2,0,Лестер , Лидс,1,0,1
264,39,61,13,8,9,1,4,7,10,8,4,7,8,10,0,1,Астон Вилла , Саутгемптон,4,0,1
265,64,36,9,9,5,8,4,1,13,8,7,7,8,12,1,8,Вулверхэмптон , Кристал Пэлас,0,2,2
266,33,67,8,7,4,4,4,3,8,10,4,7,9,8,0,4,Ньюкасл , Брайтон,2,1,1
267,59,41,10,7,7,6,3,1,13,18,5,5,16,12,1,3,Норвич , Брентфорд,1,3,2
268,28,72,3,5,1,5,2,0,12,7,5,2,7,12,1,1,Бернли , Челси,0,4,2
269,68,32,15,10,5,5,10,5,7,7,4,6,7,7,1,4,Ливерпуль , Вест Хэм,1,0,1
270,43,57,10,13,7,4,3,9,5,12,1,5,12,5,2,0,Уотфорд , Арсенал,2,3,2
271,69,31,16,3,10,2,6,1,10,14,9,3,14,9,0,1,Манчестер Сити , Манчестер Юнайтед,4,1,1
272,55,45,12,2,7,0,5,2,15,10,5,2,9,15,0,1,Тоттенхэм , Эвертон,5,0,1
273,51,49,7,15,3,9,4,6,12,15,7,6,13,11,1,1,Брайтон , Ливерпуль,0,2,2
274,54,46,7,6,4,1,3,5,6,10,2,9,10,6,4,4,Брентфорд , Бернли,2,0,1
275,44,56,9,5,6,3,3,2,8,7,4,5,6,7,0,2,Манчестер Юнайтед , Тоттенхэм,3,2,1
276,38,62,7,8,2,3,5,5,13,11,5,2,11,12,7,0,Эвертон , Вулверхэмптон,0,1,2
277,48,52,9,9,4,7,5,2,9,3,5,7,3,8,0,0,Вест Хэм , Астон Вилла,2,1,1
278,62,38,12,8,7,5,5,3,8,12,11,3,11,7,0,0,Саутгемптон , Уотфорд,1,2,2
279,72,28,7,7,3,2,4,5,17,17,7,2,17,16,3,6,Челси , Ньюкасл,1,0,1
280,52,48,12,8,7,4,5,4,18,8,6,2,8,18,2,3,Лидс , Норвич,2,1,1
281,46,54,12,4,8,3,4,1,8,10,2,6,9,7,2,0,Арсенал , Лестер,2,0,1
282,27,73,6,13,1,4,5,9,6,11,2,6,11,6,2,3,Кристал Пэлас , Манчестер Сити,0,0,0
283,34,66,7,12,3,7,4,5,8,15,3,8,13,8,2,1,Норвич , Челси,1,3,2
284,48,52,12,13,8,6,4,7,13,14,2,5,14,13,1,3,Вулверхэмптон , Лидс,2,3,2
285,47,53,7,6,1,3,6,3,13,14,6,5,14,12,1,1,Астон Вилла , Арсенал,0,1,2
286,52,48,10,9,4,6,6,3,10,10,2,5,10,10,2,3,Лестер , Брентфорд,2,1,1
287,52,48,12,6,4,1,8,5,7,7,5,3,7,7,1,0,Тоттенхэм , Вест Хэм,3,1,1
288,37,63,11,4,3,3,8,1,8,17,5,4,17,8,0,1,Эвертон , Лестер,1,1,0
289,50,50,10,8,4,4,6,4,11,16,9,6,15,11,1,0,Бернли , Эвертон,3,2,1
290,68,32,7,11,2,4,5,7,7,6,6,1,4,7,1,4,Челси , Арсенал,2,4,2
291,71,29,11,1,5,1,6,0,3,6,10,2,6,3,3,2,Ливерпуль , Манчестер Юнайтед,4,0,1
292,37,63,7,8,4,2,3,6,12,12,2,5,12,12,2,3,Ньюкасл , Кристал Пэлас,1,0,1
293,65,35,9,2,5,1,4,1,12,7,7,4,7,12,1,2,Манчестер Сити , Брайтон,3,0,1
294,43,57,10,7,6,3,4,4,7,7,10,10,7,7,3,2,Бернли , Саутгемптон,2,0,1
295,73,27,13,4,3,2,10,2,9,8,9,3,8,9,1,3,Ливерпуль , Уотфорд,2,0,1
296,24,76,3,15,1,6,2,9,11,6,1,8,5,11,5,0,Бернли , Манчестер Сити,0,2,2
297,63,37,22,3,4,0,18,3,12,11,11,2,9,11,1,1,Брайтон , Норвич,0,0,0
298,70,30,17,11,8,6,9,5,11,7,12,7,7,10,0,0,Челси , Брентфорд,1,4,2
299,49,51,9,12,5,5,4,7,15,8,4,9,8,15,1,1,Вулверхэмптон , Астон Вилла,2,1,1
300,55,45,5,10,3,6,2,4,14,7,4,7,7,14,0,0,Лидс , Саутгемптон,1,1,0
301,53,47,10,9,5,3,5,6,13,6,6,5,6,13,4,1,Манчестер Юнайтед , Лестер,1,1,0
302,55,45,9,8,5,2,4,6,9,12,2,4,11,9,1,1,Вест Хэм , Эвертон,2,1,1
303,60,40,14,4,6,1,8,3,10,7,2,3,7,10,0,4,Тоттенхэм , Ньюкасл,5,1,1
304,32,68,6,11,5,3,1,8,11,15,0,2,14,10,2,4,Кристал Пэлас , Арсенал,3,0,1
305,42,58,7,4,4,2,3,2,6,13,1,2,13,6,1,0,Ньюкасл , Вулверхэмптон,1,0,1
306,33,67,5,5,3,4,2,1,4,10,5,7,8,4,1,2,Эвертон , Манчестер Юнайтед,1,0,1
307,29,71,1,22,1,14,0,8,11,10,3,3,10,11,0,1,Саутгемптон , Челси,0,6,2
308,49,51,8,10,1,5,7,5,8,12,3,8,12,8,3,1,Уотфорд , Лидс,0,3,2
309,64,36,9,7,4,3,5,4,12,19,11,2,17,10,2,2,Арсенал , Брайтон,1,2,2
310,51,49,13,6,8,5,5,1,12,14,9,3,14,12,1,2,Астон Вилла , Тоттенхэм,0,4,2
311,45,55,12,13,6,4,6,9,12,10,6,7,9,12,3,3,Норвич , Бернли,2,0,1
312,50,50,6,6,3,3,3,3,11,12,3,4,12,11,0,0,Лестер , Кристал Пэлас,2,1,1
313,48,52,10,4,7,1,3,3,2,6,4,6,5,2,1,2,Брентфорд , Вест Хэм,2,0,1
314,55,45,9,6,5,4,4,2,9,11,4,1,10,8,5,2,Манчестер Сити , Ливерпуль,2,2,0
315,49,51,3,10,0,5,3,5,14,10,4,4,10,13,0,3,Тоттенхэм , Брайтон,0,1,2
316,50,50,13,12,4,5,9,7,11,9,6,5,8,11,0,0,Уотфорд , Брентфорд,1,2,2
317,60,40,14,11,9,4,5,7,8,6,6,7,6,8,3,0,Манчестер Юнайтед , Норвич,3,2,1
318,25,75,4,18,3,6,1,12,6,6,6,8,6,6,2,0,Саутгемптон , Арсенал,1,0,1
319,32,68,15,4,7,2,8,2,10,10,3,5,9,10,1,0,Ньюкасл , Лестер,2,1,1
320,61,39,16,7,8,1,8,6,9,11,13,4,10,9,1,1,Вест Хэм , Бернли,1,1,0
321,54,46,12,11,7,5,5,6,9,12,1,7,12,8,2,2,Арсенал , Манчестер Юнайтед,3,1,1
322,64,36,5,7,2,3,3,4,15,16,7,6,16,14,0,1,Лестер , Астон Вилла,0,0,0
323,46,54,5,13,2,7,3,6,11,10,2,3,10,11,1,0,Норвич , Ньюкасл,0,3,2
324,74,26,15,4,8,2,7,2,9,7,11,4,7,9,0,2,Манчестер Сити , Уотфорд,5,1,1
325,44,56,8,4,2,0,6,4,8,7,12,8,6,8,1,1,Брентфорд , Тоттенхэм,0,0,0
326,36,64,10,5,5,4,5,1,8,7,3,6,7,6,5,2,Бернли , Вулверхэмптон,1,0,1
327,66,34,14,4,5,2,9,2,11,9,3,1,8,10,2,2,Челси , Вест Хэм,1,0,1
328,49,51,5,11,5,5,0,6,12,7,6,6,6,12,2,3,Брайтон , Саутгемптон,2,2,0
329,82,18,15,5,4,1,11,4,8,8,13,1,7,7,1,0,Ливерпуль , Эвертон,2,0,1
330,52,48,13,6,7,2,6,4,12,13,6,3,13,12,1,1,Кристал Пэлас , Лидс,0,0,0
331,34,66,3,20,2,10,1,10,11,11,0,6,9,11,9,1,Ньюкасл , Ливерпуль,0,1,2
332,47,53,10,11,1,6,9,5,13,9,5,6,9,13,1,0,Уотфорд , Бернли,1,2,2
333,50,50,6,13,1,9,5,4,6,4,7,3,4,5,1,1,Вулверхэмптон , Брайтон,0,3,2
334,46,54,14,9,6,3,8,6,16,8,2,3,8,16,3,0,Астон Вилла , Норвич,2,0,1
335,39,61,6,8,3,5,3,3,13,11,6,7,9,13,0,4,Саутгемптон , Кристал Пэлас,1,2,2
336,41,59,3,12,2,6,1,6,13,3,3,6,3,13,3,1,Лидс , Манчестер Сити,0,4,2
337,36,64,4,15,3,6,1,9,9,12,2,9,10,9,2,3,Манчестер Юнайтед , Челси,1,1,0
338,71,29,16,7,9,5,7,2,11,20,13,6,20,10,1,0,Астон Вилла , Бернли,1,1,0
339,64,36,13,9,8,5,5,4,10,5,10,2,5,10,1,0,Лестер , Норвич,3,0,1
340,57,43,11,7,6,5,5,2,8,15,2,2,15,8,1,0,Тоттенхэм , Арсенал,3,0,1
341,67,33,12,2,7,1,5,1,13,7,6,0,7,13,1,1,Челси , Лестер,1,1,0
342,49,51,5,9,0,5,5,4,5,12,1,13,12,5,1,1,Уотфорд , Эвертон,0,0,0
343,40,60,9,14,4,6,5,8,10,12,2,3,12,9,3,2,Астон Вилла , Ливерпуль,1,2,2
344,33,67,4,14,0,4,4,10,10,14,1,5,13,9,0,3,Лидс , Челси,0,3,2
345,34,66,6,14,3,5,3,9,2,11,6,2,9,2,2,3,Вулверхэмптон , Манчестер Сити,1,5,2
346,44,56,10,7,6,5,4,2,9,12,4,5,11,9,0,3,Эвертон , Кристал Пэлас,3,2,1
347,40,60,11,5,7,2,4,3,13,8,7,3,8,13,2,0,Тоттенхэм , Лестер,3,1,1
348,22,78,8,12,4,5,4,7,9,12,3,8,11,9,0,2,Эвертон , Челси,1,0,1
349,56,44,4,11,3,7,1,4,7,9,3,7,7,6,1,0,Вест Хэм , Арсенал,1,2,2
350,64,36,8,9,5,4,3,5,4,6,3,8,6,4,3,2,Манчестер Юнайтед , Брентфорд,3,0,1
351,41,59,13,14,5,4,8,10,12,9,4,7,9,12,0,2,Брентфорд , Саутгемптон,3,0,1
352,59,41,14,13,6,4,8,9,7,11,9,3,11,7,2,1,Челси , Вулверхэмптон,2,2,0
353,49,51,13,9,6,7,7,2,13,11,4,5,11,13,1,2,Бернли , Астон Вилла,1,3,2
354,67,33,11,3,7,1,4,2,11,18,8,5,16,11,2,0,Кристал Пэлас , Уотфорд,1,0,1
355,42,58,13,12,6,5,7,7,13,9,7,6,9,12,3,3,Брайтон , Манчестер Юнайтед,4,0,1
356,64,36,9,5,3,3,6,2,12,8,11,5,7,12,0,0,Ливерпуль , Тоттенхэм,1,1,0
357,37,63,4,8,2,5,2,3,7,7,9,5,6,5,2,3,Норвич , Вест Хэм,0,4,2
358,63,37,17,2,9,2,8,0,13,15,8,2,14,12,1,0,Арсенал , Лидс,2,1,1
359,66,34,15,7,9,4,6,3,11,6,6,1,6,11,2,0,Лестер , Эвертон,1,2,2
360,71,29,17,6,9,3,8,3,6,11,8,2,11,6,1,4,Манчестер Сити , Ньюкасл,5,0,1
361,68,32,15,7,8,1,7,6,12,8,8,2,7,12,1,2,Тоттенхэм , Бернли,1,0,1
362,49,51,9,10,4,4,5,6,11,15,1,5,15,9,1,0,Астон Вилла , Кристал Пэлас,1,1,0
363,41,59,13,13,5,7,8,6,4,6,7,3,6,4,3,2,Уотфорд , Лестер,1,5,2
364,64,36,11,10,4,2,7,8,5,10,5,3,10,5,0,0,Вулверхэмптон , Норвич,1,1,0
365,22,78,5,18,2,8,3,10,9,5,4,9,5,9,1,0,Вест Хэм , Манчестер Сити,2,2,0
366,50,50,15,13,5,6,10,7,16,8,8,1,7,16,1,1,Лидс , Брайтон,1,1,0
367,28,72,10,17,5,7,5,10,8,8,5,2,7,8,2,1,Эвертон , Брентфорд,2,3,2
368,50,50,11,6,4,2,7,4,11,8,12,8,8,11,6,1,Ньюкасл , Арсенал,2,0,1
369,30,70,2,15,2,5,0,10,6,6,1,9,5,6,0,2,Саутгемптон , Ливерпуль,1,2,2
370,41,59,5,17,0,13,5,4,13,7,3,2,6,13,0,4,Норвич , Тоттенхэм,0,5,2
371,62,38,15,7,8,5,7,2,6,3,5,3,2,5,3,1,Ливерпуль , Вулверхэмптон,3,1,1
372,50,50,10,7,6,2,4,5,10,5,3,3,5,9,1,3,Лестер , Саутгемптон,4,1,1
373,39,61,6,6,3,4,3,2,12,22,3,6,22,12,2,4,Кристал Пэлас , Манчестер Юнайтед,1,0,1
374,51,49,9,8,5,6,4,2,8,9,8,2,9,7,5,0,Бернли , Ньюкасл,1,2,2
375,71,29,15,3,5,2,10,1,5,11,13,1,11,5,1,2,Манчестер Сити , Астон Вилла,3,2,1
376,50,50,11,4,7,2,4,2,9,9,5,6,9,8,0,0,Брайтон , Вест Хэм,3,1,1
377,73,27,17,5,9,2,8,3,8,9,12,2,7,8,2,0,Арсенал , Эвертон,5,1,1
378,49,51,12,12,5,6,7,6,11,13,3,2,13,9,0,2,Брентфорд , Лидс,1,2,2
379,71,29,14,5,8,3,6,2,9,9,3,3,8,8,0,2,Челси , Уотфорд,2,1,1
380,57,43,12,10,7,5,5,5,9,9,11,2,9,9,0,5,Ливерпуль , Норвич,4,1,1
381,43,57,5,12,3,9,2,3,6,13,1,1,13,6,2,4,Вест Хэм , Манчестер Сити,0,5,2
382,52,48,10,7,3,3,7,4,10,19,3,4,17,9,1,1,Борнмут , Шеффилд Юнайтед,1,1,0
383,47,53,8,8,4,3,4,5,6,12,2,7,11,6,5,1,Бернли , Саутгемптон,3,0,1
384,36,64,2,6,2,3,0,3,16,14,6,2,12,16,4,0,Кристал Пэлас , Эвертон,0,0,0
385,49,51,7,5,3,3,4,2,15,11,5,2,11,14,0,3,Уотфорд , Брайтон,0,3,2
386,70,30,21,6,7,4,14,2,13,9,14,0,9,13,1,0,Тоттенхэм , Астон Вилла,3,1,1
387,39,61,6,6,2,2,4,4,12,7,5,3,7,11,1,3,Ньюкасл , Арсенал,0,1,2
388,70,30,11,6,1,2,10,4,3,13,12,3,11,3,0,1,Лестер , Вулверхэмптон,0,0,0
389,47,53,7,14,5,7,2,7,15,13,3,5,12,15,2,0,Манчестер Юнайтед , Челси,4,0,1
390,67,33,12,14,9,5,3,9,13,11,10,7,9,11,5,1,Арсенал , Бернли,2,1,1
391,37,63,10,12,3,6,7,6,10,6,5,9,4,9,4,1,Саутгемптон , Ливерпуль,1,2,2
392,57,43,13,7,4,3,9,4,11,10,8,6,10,11,2,4,Брайтон , Вест Хэм,1,1,0
393,62,38,16,8,7,4,9,4,10,13,11,5,13,10,5,2,Астон Вилла , Борнмут,1,2,2
394,63,37,11,11,8,4,3,7,9,11,7,5,11,9,2,1,Норвич , Ньюкасл,3,1,1
395,45,55,8,6,2,2,6,4,11,11,4,7,10,11,3,1,Эвертон , Уотфорд,1,0,1
396,55,45,18,3,10,2,8,1,14,4,13,2,4,13,3,1,Манчестер Сити , Тоттенхэм,2,2,0
397,43,57,9,4,3,4,6,0,16,11,8,4,10,16,0,1,Шеффилд Юнайтед , Кристал Пэлас,1,0,1
398,50,50,12,10,5,3,7,7,9,14,4,5,14,9,3,3,Челси , Лестер,1,1,0
399,35,65,5,6,2,2,3,4,17,8,4,6,6,17,1,1,Вулверхэмптон , Манчестер Юнайтед,1,1,0
400,36,64,5,8,3,1,2,7,10,18,0,6,17,10,8,1,Астон Вилла , Эвертон,2,0,1
401,47,53,6,13,5,8,1,5,9,9,1,8,7,8,0,0,Норвич , Челси,2,3,2
402,50,50,5,6,2,2,3,4,11,6,7,4,6,11,1,5,Шеффилд Юнайтед , Лестер,1,2,2
403,54,46,13,14,3,10,10,4,12,11,8,7,11,12,1,2,Уотфорд , Вест Хэм,1,3,2
404,71,29,16,4,3,3,13,1,8,18,8,1,18,7,0,0,Манчестер Юнайтед , Кристал Пэлас,1,2,2
405,50,50,9,9,3,4,6,5,9,10,8,5,10,9,1,0,Брайтон , Саутгемптон,0,2,2
406,52,48,11,7,5,3,6,4,8,5,6,4,4,7,1,4,Ливерпуль , Арсенал,3,1,1
407,27,73,9,9,7,5,2,4,7,13,4,5,13,7,2,4,Борнмут , Манчестер Сити,1,3,2
408,80,20,10,5,2,3,8,2,10,5,6,6,5,10,1,4,Тоттенхэм , Ньюкасл,0,1,2
409,65,35,10,10,2,4,8,6,9,11,4,3,11,9,1,1,Вулверхэмптон , Бернли,1,1,0
410,42,58,7,17,2,8,5,9,17,7,2,3,6,15,0,1,Саутгемптон , Манчестер Юнайтед,1,1,0
411,62,38,10,7,5,2,5,5,6,11,3,4,11,6,2,0,Челси , Шеффилд Юнайтед,2,2,0
412,55,45,11,4,6,2,5,2,9,11,4,5,10,9,2,1,Лестер , Борнмут,3,1,1
413,53,47,14,3,6,2,8,1,10,6,8,1,6,9,1,3,Манчестер Сити , Брайтон,4,0,1
414,52,48,15,5,5,2,10,3,15,16,13,2,15,15,2,0,Кристал Пэлас , Астон Вилла,1,0,1
415,49,51,8,8,5,3,3,5,5,11,6,5,11,5,6,0,Ньюкасл , Уотфорд,1,1,0
416,49,51,15,6,8,3,7,3,16,10,8,2,10,15,2,3,Вест Хэм , Норвич,2,0,1
417,37,63,6,9,2,7,4,2,10,16,6,4,15,10,5,1,Бернли , Ливерпуль,0,3,2
418,58,42,9,6,6,5,3,1,12,12,7,7,12,12,1,2,Эвертон , Вулверхэмптон,3,2,1
419,54,46,18,12,8,9,10,3,13,19,11,6,18,13,3,1,Арсенал , Тоттенхэм,2,2,0
420,75,25,18,5,9,1,9,4,5,4,10,1,4,5,2,8,Ливерпуль , Ньюкасл,3,1,1
421,46,54,8,13,4,6,4,7,8,11,7,5,10,8,1,1,Вулверхэмптон , Челси,2,5,2
422,64,36,12,8,5,6,7,2,19,11,4,3,11,19,1,0,Тоттенхэм , Кристал Пэлас,4,0,1
423,49,51,12,10,4,7,8,3,10,7,12,6,6,10,3,1,Шеффилд Юнайтед , Саутгемптон,0,1,2
424,62,38,12,7,5,1,7,6,13,7,3,6,7,13,2,2,Брайтон , Бернли,1,1,0
425,42,58,10,7,5,3,5,4,14,14,3,9,14,14,0,2,Манчестер Юнайтед , Лестер,1,0,1
426,32,68,6,14,3,8,3,6,8,7,3,16,7,8,1,0,Норвич , Манчестер Сити,3,2,1
427,41,59,11,10,6,5,5,5,5,14,7,7,14,4,4,0,Борнмут , Эвертон,3,1,1
428,52,48,25,6,10,4,15,2,14,4,7,1,4,12,1,0,Уотфорд , Арсенал,2,2,0
429,47,53,9,6,5,1,4,5,13,12,2,4,12,13,3,3,Астон Вилла , Вест Хэм,0,0,0
430,64,36,17,4,6,3,11,1,8,9,4,5,8,8,1,2,Саутгемптон , Борнмут,1,3,2
431,45,55,13,10,7,4,6,6,16,13,8,2,13,16,3,3,Лестер , Тоттенхэм,2,1,1
432,69,31,9,2,3,1,6,1,9,9,12,3,8,8,1,1,Эвертон , Шеффилд Юнайтед,0,2,2
433,42,58,8,8,6,2,2,6,11,10,7,3,9,11,2,0,Бернли , Норвич,2,0,1
434,68,32,24,4,11,4,13,0,5,9,5,4,9,5,2,2,Манчестер Сити , Уотфорд,8,0,1
435,29,71,9,9,4,3,5,6,12,8,5,3,8,12,0,3,Ньюкасл , Брайтон,0,0,0
436,50,50,9,7,4,4,5,3,7,10,6,7,10,7,1,0,Кристал Пэлас , Вулверхэмптон,1,1,0
437,47,53,7,5,6,3,1,2,8,9,3,7,9,8,2,1,Вест Хэм , Манчестер Юнайтед,2,0,1
438,55,45,10,5,2,3,8,2,8,13,6,4,13,7,7,1,Челси , Ливерпуль,1,2,2
439,58,42,16,12,6,9,10,3,13,15,9,4,14,13,2,0,Арсенал , Астон Вилла,3,2,1
440,30,70,8,13,2,4,6,9,8,4,6,5,4,8,0,1,Шеффилд Юнайтед , Ливерпуль,0,1,2
441,42,58,7,12,4,6,3,6,5,16,6,6,16,5,1,1,Тоттенхэм , Саутгемптон,2,1,1
442,40,60,6,11,2,5,4,6,5,6,1,6,5,5,2,1,Вулверхэмптон , Уотфорд,2,0,1
443,50,50,9,10,5,6,4,4,7,8,6,6,8,7,2,2,Борнмут , Вест Хэм,2,2,0
444,52,48,14,5,10,1,4,4,5,13,5,2,11,5,1,2,Челси , Брайтон,2,0,1
445,45,55,9,5,3,3,6,2,14,10,5,5,10,14,2,1,Кристал Пэлас , Норвич,2,0,1
446,60,40,10,7,3,3,7,4,10,16,7,3,16,10,2,0,Астон Вилла , Бернли,2,2,0
447,38,62,11,15,8,8,3,7,4,8,5,2,8,4,2,5,Эвертон , Манчестер Сити,1,3,2
448,68,32,10,3,5,0,5,3,12,9,9,0,9,11,0,1,Лестер , Ньюкасл,5,0,1
449,54,46,10,8,4,5,6,3,18,13,8,7,12,17,2,4,Манчестер Юнайтед , Арсенал,1,1,0
450,48,52,10,6,6,3,4,3,11,7,4,4,7,10,1,1,Брайтон , Тоттенхэм,3,0,1
451,40,60,6,7,2,3,4,4,7,6,7,7,6,7,2,3,Уотфорд , Шеффилд Юнайтед,0,0,0
452,50,50,14,2,8,1,6,1,9,17,4,6,17,8,3,2,Ливерпуль , Лестер,2,1,1
453,57,43,13,19,5,12,8,7,14,17,10,6,17,13,0,1,Норвич , Астон Вилла,1,5,2
454,41,59,7,6,3,2,4,4,5,12,7,9,12,5,5,1,Бернли , Эвертон,1,0,1
455,51,49,8,5,4,4,4,1,11,7,2,2,7,9,2,4,Вест Хэм , Кристал Пэлас,1,2,2
456,44,56,9,11,3,7,6,4,8,15,3,5,15,7,1,0,Саутгемптон , Челси,1,4,2
457,52,48,8,9,2,2,6,7,12,6,14,5,6,12,0,0,Арсенал , Борнмут,1,0,1
458,76,24,8,5,2,2,6,3,11,14,9,1,14,11,1,2,Манчестер Сити , Вулверхэмптон,0,2,2
459,32,68,7,8,2,3,5,5,12,10,4,6,9,9,1,2,Ньюкасл , Манчестер Юнайтед,1,0,1
460,51,49,15,7,10,4,5,3,15,15,11,2,14,15,9,4,Эвертон , Вест Хэм,2,0,1
461,57,43,4,10,1,5,3,5,10,17,1,3,14,9,1,2,Вулверхэмптон , Саутгемптон,1,1,0
462,69,31,5,4,2,2,3,2,5,9,11,2,8,5,5,1,Тоттенхэм , Уотфорд,1,1,0
463,64,36,12,7,3,4,9,3,4,10,9,4,10,4,2,3,Лестер , Бернли,2,1,1
464,49,51,16,13,8,5,8,8,9,17,7,5,17,9,1,0,Астон Вилла , Брайтон,2,1,1
465,48,52,8,7,2,1,6,6,8,11,6,7,11,8,2,2,Борнмут , Норвич,0,0,0
466,71,29,12,4,8,0,4,4,9,12,11,0,12,9,1,1,Челси , Ньюкасл,1,0,1
467,29,71,5,18,2,10,3,8,8,10,1,8,10,8,3,2,Кристал Пэлас , Манчестер Сити,0,2,2
468,32,68,6,8,2,4,4,4,6,14,3,1,13,6,4,1,Манчестер Юнайтед , Ливерпуль,1,1,0
469,32,68,7,7,2,3,5,4,10,12,7,12,11,8,1,1,Шеффилд Юнайтед , Арсенал,1,0,1
470,28,72,5,20,3,15,2,5,3,12,2,7,11,3,1,0,Саутгемптон , Лестер,0,9,2
471,63,37,18,7,10,5,8,2,10,5,13,7,5,10,1,2,Манчестер Сити , Астон Вилла,3,0,1
472,60,40,11,7,4,4,7,3,7,10,10,4,10,7,4,4,Вест Хэм , Шеффилд Юнайтед,1,1,0
473,55,45,7,8,4,6,3,2,12,12,0,5,12,12,3,2,Брайтон , Эвертон,3,2,1
474,41,59,6,8,3,5,3,3,14,8,5,10,6,14,5,3,Уотфорд , Борнмут,0,0,0
475,37,63,10,9,5,7,5,2,7,8,5,6,7,7,1,0,Бернли , Челси,2,4,2
476,44,56,9,10,2,5,7,5,8,16,3,6,15,8,1,1,Ньюкасл , Вулверхэмптон,1,1,0
477,68,32,16,9,13,4,3,5,9,11,8,3,11,7,0,4,Ливерпуль , Тоттенхэм,2,1,1
478,47,53,8,18,3,11,5,7,13,10,1,10,10,12,1,0,Норвич , Манчестер Юнайтед,1,3,2
479,56,44,14,6,6,4,8,2,18,9,12,5,8,18,1,1,Арсенал , Кристал Пэлас,2,2,0
480,43,57,10,10,6,4,4,6,14,12,4,10,12,13,1,4,Борнмут , Манчестер Юнайтед,1,0,1
481,69,31,12,12,6,9,6,3,10,7,7,3,7,10,1,4,Вест Хэм , Ньюкасл,2,3,2
482,57,43,9,12,4,8,5,4,6,15,8,9,15,6,2,2,Арсенал , Вулверхэмптон,1,1,0
483,75,25,13,3,4,3,9,0,11,10,17,0,9,9,3,0,Манчестер Сити , Саутгемптон,2,1,1
484,46,54,11,5,6,0,5,5,8,12,7,6,11,8,1,0,Шеффилд Юнайтед , Бернли,3,0,1
485,58,42,17,4,5,0,12,4,11,8,8,3,8,11,3,1,Брайтон , Норвич,2,0,1
486,27,73,3,16,2,6,1,10,12,9,2,10,8,11,3,2,Астон Вилла , Ливерпуль,1,2,2
487,33,67,8,12,3,10,5,2,8,5,2,6,5,8,0,0,Уотфорд , Челси,1,2,2
488,45,55,8,12,3,5,5,7,15,16,5,6,16,13,2,1,Кристал Пэлас , Лестер,0,2,2
489,48,52,6,4,3,2,3,2,9,8,5,2,8,9,1,2,Эвертон , Тоттенхэм,1,1,0
490,65,35,12,8,5,2,7,6,7,13,10,4,13,7,1,0,Норвич , Уотфорд,0,2,2
491,60,40,15,2,5,1,10,1,9,17,7,0,17,9,0,0,Челси , Кристал Пэлас,2,0,1
492,40,60,13,6,12,4,1,2,17,10,11,4,10,16,7,1,Бернли , Вест Хэм,3,0,1
493,34,66,14,11,9,4,5,7,10,5,5,4,5,10,4,1,Ньюкасл , Борнмут,2,1,1
494,61,39,13,11,5,4,8,7,6,9,4,4,9,6,1,6,Тоттенхэм , Шеффилд Юнайтед,1,1,0
495,48,52,4,14,3,5,1,9,12,12,5,9,11,12,2,0,Саутгемптон , Эвертон,1,2,2
496,50,50,16,5,7,1,9,4,10,10,5,4,10,10,1,2,Лестер , Арсенал,2,0,1
497,50,50,12,9,5,4,7,5,17,8,6,3,5,15,0,1,Вулверхэмптон , Астон Вилла,2,1,1
498,43,57,16,5,11,2,5,3,10,14,5,2,14,10,0,4,Манчестер Юнайтед , Брайтон,3,1,1
499,45,55,10,10,5,3,5,7,10,5,4,13,5,10,3,5,Ливерпуль , Манчестер Сити,3,1,1
500,48,52,8,12,4,6,4,6,12,14,3,7,14,11,4,6,Вест Хэм , Тоттенхэм,2,3,2
501,40,60,13,8,6,4,7,4,8,7,9,8,7,8,3,0,Кристал Пэлас , Ливерпуль,1,2,2
502,52,48,4,17,0,9,4,8,9,1,6,7,1,8,2,1,Брайтон , Лестер,0,2,2
503,61,39,8,8,4,5,4,3,14,13,7,5,13,14,2,2,Уотфорд , Бернли,0,3,2
504,57,43,14,8,7,5,7,3,12,11,7,7,11,11,0,0,Эвертон , Норвич,0,2,2
